,PC1,PC2,center 
2560,183443.0,382367.0,center4
2561,187441.0,375647.0,center4
2562,172133.0,380311.0,center4
2563,180626.0,383471.0,center4
2564,182989.0,373251.0,center4
2565,177483.0,379007.0,center4
2566,180284.0,376085.0,center4
2567,180539.0,376813.0,center4
2568,178103.0,381676.0,center4
2569,182234.0,383654.0,center4
2570,183842.0,379725.0,center4
2571,180706.0,378437.0,center4
2572,181169.0,385788.0,center4
2573,178272.0,379556.0,center4
2574,183537.0,381551.0,center4
2575,179715.0,378877.0,center4
2576,181393.0,381736.0,center4
2577,183715.0,376526.0,center4
2578,179060.0,379974.0,center4
2579,179386.0,377152.0,center4
2580,180286.0,379426.0,center4
2581,179294.0,382099.0,center4
2582,175987.0,385764.0,center4
2583,181525.0,378730.0,center4
2584,175441.0,381222.0,center4
2585,179037.0,378466.0,center4
2586,175546.0,379836.0,center4
2587,184116.0,389167.0,center4
2588,180270.0,380598.0,center4
2589,181515.0,378273.0,center4
2590,179169.0,383070.0,center4
2591,185018.0,383412.0,center4
2592,178722.0,375084.0,center4
2593,183642.0,378350.0,center4
2594,183647.0,378955.0,center4
2595,178338.0,379036.0,center4
2596,181358.0,380466.0,center4
2597,180400.0,378277.0,center4
2598,186688.0,382033.0,center4
2599,176856.0,381167.0,center4
2600,174989.0,376848.0,center4
2601,180983.0,381281.0,center4
2602,176934.0,376164.0,center4
2603,178137.0,382409.0,center4
2604,181048.0,379432.0,center4
2605,175895.0,381855.0,center4
2606,183389.0,377213.0,center4
2607,181333.0,382593.0,center4
2608,184498.0,379581.0,center4
2609,179014.0,379673.0,center4
2610,182887.0,379434.0,center4
2611,176462.0,381758.0,center4
2612,180762.0,385748.0,center4
2613,183553.0,383175.0,center4
2614,177950.0,379888.0,center4
2615,180276.0,377675.0,center4
2616,185169.0,380781.0,center4
2617,177519.0,376613.0,center4
2618,176489.0,379374.0,center4
2619,182952.0,383259.0,center4
2620,179926.0,379717.0,center4
2621,176519.0,383405.0,center4
2622,177174.0,378150.0,center4
2623,181095.0,381486.0,center4
2624,180774.0,381116.0,center4
2625,178888.0,375483.0,center4
2626,180724.0,378430.0,center4
2627,181785.0,383340.0,center4
2628,177688.0,376189.0,center4
2629,178989.0,379417.0,center4
2630,177705.0,376705.0,center4
2631,184237.0,377342.0,center4
2632,175956.0,376696.0,center4
2633,185104.0,383100.0,center4
2634,178198.0,379840.0,center4
2635,179994.0,381177.0,center4
2636,183028.0,378556.0,center4
2637,182333.0,379841.0,center4
2638,178920.0,382526.0,center4
2639,182810.0,376230.0,center4
2640,176269.0,377240.0,center4
2641,184369.0,383648.0,center4
2642,183670.0,385698.0,center4
2643,180059.0,377290.0,center4
2644,181277.0,381510.0,center4
2645,183097.0,376387.0,center4
2646,178964.0,381966.0,center4
2647,181725.0,380591.0,center4
2648,182173.0,377027.0,center4
2649,181176.0,381719.0,center4
2650,175508.0,383529.0,center4
2651,178939.0,379398.0,center4
2652,173751.0,376548.0,center4
2653,178789.0,376361.0,center4
2654,177502.0,375843.0,center4
2655,179696.0,381223.0,center4
2656,181193.0,381187.0,center4
2657,182625.0,377797.0,center4
2658,179547.0,382327.0,center4
2659,180127.0,376660.0,center4
2660,183204.0,385000.0,center4
2661,184101.0,373715.0,center4
2662,180688.0,379207.0,center4
2663,182724.0,382643.0,center4
2664,177692.0,379808.0,center4
2665,185014.0,380656.0,center4
2666,177904.0,378190.0,center4
2667,177573.0,385941.0,center4
2668,181702.0,378722.0,center4
2669,179793.0,382176.0,center4
2670,174983.0,383309.0,center4
2671,183407.0,379272.0,center4
2672,182198.0,384778.0,center4
2673,185210.0,381918.0,center4
2674,180932.0,375412.0,center4
2675,182229.0,378740.0,center4
2676,176359.0,379179.0,center4
2677,185880.0,382595.0,center4
2678,187499.0,382992.0,center4
2679,178794.0,382073.0,center4
2680,177803.0,375227.0,center4
2681,183163.0,375516.0,center4
2682,176410.0,383875.0,center4
2683,180486.0,382639.0,center4
2684,179574.0,381254.0,center4
2685,182614.0,385126.0,center4
2686,173774.0,385189.0,center4
2687,180390.0,377609.0,center4
2688,180828.0,380215.0,center4
2689,174399.0,380796.0,center4
2690,179498.0,380328.0,center4
2691,181990.0,380837.0,center4
2692,175966.0,380207.0,center4
2693,179051.0,383324.0,center4
2694,180622.0,371414.0,center4
2695,178347.0,379816.0,center4
2696,184975.0,379710.0,center4
2697,182433.0,378769.0,center4
2698,178170.0,380270.0,center4
2699,181049.0,381786.0,center4
2700,183570.0,379460.0,center4
2701,180785.0,380136.0,center4
2702,181761.0,374985.0,center4
2703,182034.0,376697.0,center4
2704,182337.0,379059.0,center4
2705,175817.0,379046.0,center4
2706,177860.0,376429.0,center4
2707,178884.0,376174.0,center4
2708,174948.0,381423.0,center4
2709,175567.0,379981.0,center4
2710,181131.0,384445.0,center4
2711,181135.0,381831.0,center4
2712,182924.0,376625.0,center4
2713,181156.0,373135.0,center4
2714,177575.0,380196.0,center4
2715,179950.0,379280.0,center4
2716,177734.0,381518.0,center4
2717,182742.0,383150.0,center4
2718,175222.0,378892.0,center4
2719,182718.0,380740.0,center4
2720,181575.0,377888.0,center4
2721,182445.0,384024.0,center4
2722,178170.0,379980.0,center4
2723,180623.0,378387.0,center4
2724,179870.0,378548.0,center4
2725,175222.0,385243.0,center4
2726,181533.0,381752.0,center4
2727,181400.0,381463.0,center4
2728,177650.0,380825.0,center4
2729,183921.0,381822.0,center4
2730,174418.0,380928.0,center4
2731,178700.0,379890.0,center4
2732,178764.0,385262.0,center4
2733,177743.0,379021.0,center4
2734,177900.0,377136.0,center4
2735,181528.0,378854.0,center4
2736,177237.0,383446.0,center4
2737,180218.0,382481.0,center4
2738,178656.0,383553.0,center4
2739,179594.0,379286.0,center4
2740,186111.0,381086.0,center4
2741,178286.0,374120.0,center4
2742,182800.0,383255.0,center4
2743,180120.0,379674.0,center4
2744,180100.0,380186.0,center4
2745,173983.0,382587.0,center4
2746,183228.0,379463.0,center4
2747,180489.0,381404.0,center4
2748,178628.0,377604.0,center4
2749,180118.0,378338.0,center4
2750,179655.0,381670.0,center4
2751,185793.0,379913.0,center4
2752,176500.0,374724.0,center4
2753,178224.0,378130.0,center4
2754,180831.0,389238.0,center4
2755,185863.0,382137.0,center4
2756,180814.0,380758.0,center4
2757,183514.0,379064.0,center4
2758,182380.0,374513.0,center4
2759,182274.0,380654.0,center4
2760,184072.0,370719.0,center4
2761,187246.0,377819.0,center4
2762,180467.0,375468.0,center4
2763,179083.0,379237.0,center4
2764,180592.0,383437.0,center4
2765,179041.0,381528.0,center4
2766,172691.0,377873.0,center4
2767,179633.0,374846.0,center4
2768,180531.0,378376.0,center4
2769,178842.0,376154.0,center4
2770,179314.0,381283.0,center4
2771,183909.0,378548.0,center4
2772,180261.0,384484.0,center4
2773,179905.0,379621.0,center4
2774,177909.0,375012.0,center4
2775,178238.0,380073.0,center4
2776,179681.0,382225.0,center4
2777,180405.0,378480.0,center4
2778,181229.0,382067.0,center4
2779,185171.0,381585.0,center4
2780,184290.0,381639.0,center4
2781,176214.0,378594.0,center4
2782,185555.0,380154.0,center4
2783,176884.0,379266.0,center4
2784,188131.0,380409.0,center4
2785,180630.0,375483.0,center4
2786,178613.0,379804.0,center4
2787,173608.0,375615.0,center4
2788,178741.0,380277.0,center4
2789,184877.0,376818.0,center4
2790,178695.0,384157.0,center4
2791,178574.0,382441.0,center4
2792,175848.0,377888.0,center4
2793,176288.0,386125.0,center4
2794,178170.0,383402.0,center4
2795,181139.0,382799.0,center4
2796,173478.0,372826.0,center4
2797,182110.0,376228.0,center4
2798,178479.0,377638.0,center4
2799,182544.0,379223.0,center4
2800,179986.0,375872.0,center4
2801,178600.0,381921.0,center4
2802,181590.0,378514.0,center4
2803,181597.0,379639.0,center4
2804,186404.0,378914.0,center4
2805,175885.0,379311.0,center4
2806,177780.0,384095.0,center4
2807,176131.0,373854.0,center4
2808,178197.0,376795.0,center4
2809,178402.0,378358.0,center4
2810,178604.0,381606.0,center4
2811,178517.0,376633.0,center4
2812,178386.0,378187.0,center4
2813,179250.0,382138.0,center4
2814,181354.0,376272.0,center4
2815,183522.0,383648.0,center4
2816,178846.0,380961.0,center4
2817,185779.0,382371.0,center4
2818,182760.0,380229.0,center4
2819,183857.0,377247.0,center4
2820,176900.0,374657.0,center4
2821,174219.0,379904.0,center4
2822,181034.0,382355.0,center4
2823,181089.0,382388.0,center4
2824,174623.0,379192.0,center4
2825,175301.0,384716.0,center4
2826,181113.0,380694.0,center4
2827,183278.0,379060.0,center4
2828,184289.0,380760.0,center4
2829,177096.0,377772.0,center4
2830,181912.0,382354.0,center4
2831,181942.0,385092.0,center4
2832,179899.0,383262.0,center4
2833,176674.0,380449.0,center4
2834,176507.0,375369.0,center4
2835,182342.0,378231.0,center4
2836,174681.0,380736.0,center4
2837,179067.0,379666.0,center4
2838,180444.0,384394.0,center4
2839,183456.0,382425.0,center4
2840,178864.0,375375.0,center4
2841,175597.0,381551.0,center4
2842,181101.0,382214.0,center4
2843,177724.0,385281.0,center4
2844,185621.0,380831.0,center4
2845,177255.0,380553.0,center4
2846,180541.0,375097.0,center4
2847,186459.0,379197.0,center4
2848,183333.0,375634.0,center4
2849,179947.0,379529.0,center4
2850,181515.0,377699.0,center4
2851,187598.0,376707.0,center4
2852,184429.0,380429.0,center4
2853,175799.0,376935.0,center4
2854,180584.0,384047.0,center4
2855,183367.0,387345.0,center4
2856,175146.0,379995.0,center4
2857,180913.0,380979.0,center4
2858,179784.0,373817.0,center4
2859,180912.0,384803.0,center4
2860,177454.0,377783.0,center4
2861,174223.0,380652.0,center4
2862,176609.0,379027.0,center4
2863,185929.0,381674.0,center4
2864,179590.0,379687.0,center4
2865,176991.0,380110.0,center4
2866,184642.0,377116.0,center4
2867,182906.0,380708.0,center4
2868,177272.0,375044.0,center4
2869,183399.0,379998.0,center4
2870,183511.0,380926.0,center4
2871,177553.0,378879.0,center4
2872,181707.0,381196.0,center4
2873,178828.0,382667.0,center4
2874,183955.0,375380.0,center4
2875,176009.0,375022.0,center4
2876,178708.0,377921.0,center4
2877,182596.0,381607.0,center4
2878,179748.0,381063.0,center4
2879,181823.0,379064.0,center4
2880,185495.0,382375.0,center4
2881,178652.0,386406.0,center4
2882,176535.0,376258.0,center4
2883,184940.0,377832.0,center4
2884,178617.0,374104.0,center4
2885,181007.0,380521.0,center4
2886,178160.0,382317.0,center4
2887,175039.0,378335.0,center4
2888,177004.0,383130.0,center4
2889,184150.0,379686.0,center4
2890,178687.0,380636.0,center4
2891,179525.0,383143.0,center4
2892,180949.0,381945.0,center4
2893,183721.0,381365.0,center4
2894,180482.0,384536.0,center4
2895,179183.0,377042.0,center4
2896,177304.0,378268.0,center4
2897,181843.0,381116.0,center4
2898,173396.0,378216.0,center4
2899,176284.0,377854.0,center4
2900,182328.0,382499.0,center4
2901,181413.0,378544.0,center4
2902,175962.0,380839.0,center4
2903,181698.0,379593.0,center4
2904,181485.0,378777.0,center4
2905,176255.0,381064.0,center4
2906,179773.0,380893.0,center4
2907,185066.0,374297.0,center4
2908,178439.0,378777.0,center4
2909,175739.0,376180.0,center4
2910,180502.0,380402.0,center4
2911,178229.0,377565.0,center4
2912,178866.0,379842.0,center4
2913,181297.0,384074.0,center4
2914,179827.0,385337.0,center4
2915,178794.0,382392.0,center4
2916,176737.0,374645.0,center4
2917,177406.0,384357.0,center4
2918,176763.0,383059.0,center4
2919,178086.0,380606.0,center4
2920,185567.0,388204.0,center4
2921,180467.0,378596.0,center4
2922,178263.0,385470.0,center4
2923,179596.0,376478.0,center4
2924,180776.0,378828.0,center4
2925,180873.0,376398.0,center4
2926,181008.0,381871.0,center4
2927,183449.0,381490.0,center4
2928,178913.0,377842.0,center4
2929,181123.0,375685.0,center4
2930,178044.0,371317.0,center4
2931,174121.0,376412.0,center4
2932,178191.0,375305.0,center4
2933,184484.0,382528.0,center4
2934,178879.0,383278.0,center4
2935,183231.0,374023.0,center4
2936,181903.0,374692.0,center4
2937,178111.0,378304.0,center4
2938,186051.0,383586.0,center4
2939,182762.0,384219.0,center4
2940,182854.0,384912.0,center4
2941,177123.0,378465.0,center4
2942,177954.0,377726.0,center4
2943,182044.0,376952.0,center4
2944,183794.0,382113.0,center4
2945,179917.0,382398.0,center4
2946,185414.0,375727.0,center4
2947,179596.0,379520.0,center4
2948,182271.0,378555.0,center4
2949,180011.0,381896.0,center4
2950,183459.0,383945.0,center4
2951,178966.0,383671.0,center4
2952,179901.0,381524.0,center4
2953,175230.0,378206.0,center4
2954,180956.0,378593.0,center4
2955,180284.0,376333.0,center4
2956,181670.0,383831.0,center4
2957,181069.0,377280.0,center4
2958,177883.0,373661.0,center4
2959,182100.0,377608.0,center4
2960,188254.0,385391.0,center4
2961,177972.0,380593.0,center4
2962,182948.0,379141.0,center4
2963,178173.0,380460.0,center4
2964,177127.0,380935.0,center4
2965,176449.0,381023.0,center4
2966,181819.0,379615.0,center4
2967,180105.0,387198.0,center4
2968,182763.0,383606.0,center4
2969,179399.0,372146.0,center4
2970,176283.0,376635.0,center4
2971,179373.0,379835.0,center4
2972,179767.0,381541.0,center4
2973,181937.0,379298.0,center4
2974,176172.0,379473.0,center4
2975,174172.0,378395.0,center4
2976,181451.0,376003.0,center4
2977,177544.0,386456.0,center4
2978,178448.0,379228.0,center4
2979,181740.0,387488.0,center4
2980,180058.0,377205.0,center4
2981,180522.0,379243.0,center4
2982,183745.0,376256.0,center4
2983,183371.0,377645.0,center4
2984,180011.0,382839.0,center4
2985,178319.0,382210.0,center4
2986,176225.0,376868.0,center4
2987,180999.0,380575.0,center4
2988,187315.0,379346.0,center4
2989,183311.0,382935.0,center4
2990,180711.0,377651.0,center4
2991,176528.0,384548.0,center4
2992,176123.0,374734.0,center4
2993,178324.0,380747.0,center4
2994,168166.0,374056.0,center4
2995,181320.0,377849.0,center4
2996,183932.0,377009.0,center4
2997,180350.0,384908.0,center4
2998,178966.0,379385.0,center4
2999,184278.0,381453.0,center4
3000,178647.0,375328.0,center4
3001,178168.0,376796.0,center4
3002,182928.0,381386.0,center4
3003,180017.0,379677.0,center4
3004,177994.0,381878.0,center4
3005,182714.0,383912.0,center4
3006,178480.0,376955.0,center4
3007,184711.0,377417.0,center4
3008,178010.0,381236.0,center4
3009,178122.0,379432.0,center4
3010,178012.0,379842.0,center4
3011,181127.0,377326.0,center4
3012,184127.0,377428.0,center4
3013,181156.0,381521.0,center4
3014,182442.0,385153.0,center4
3015,183970.0,379307.0,center4
3016,179594.0,383446.0,center4
3017,183000.0,384610.0,center4
3018,179606.0,383334.0,center4
3019,186641.0,385435.0,center4
3020,180823.0,381211.0,center4
3021,178275.0,374748.0,center4
3022,180318.0,377440.0,center4
3023,177682.0,379282.0,center4
3024,175180.0,374950.0,center4
3025,181106.0,378461.0,center4
3026,180736.0,384084.0,center4
3027,182068.0,377751.0,center4
3028,177328.0,380371.0,center4
3029,177454.0,380630.0,center4
3030,178448.0,385651.0,center4
3031,176820.0,378890.0,center4
3032,188511.0,382882.0,center4
3033,181175.0,376243.0,center4
3034,177935.0,377034.0,center4
3035,181342.0,381162.0,center4
3036,183888.0,382039.0,center4
3037,182143.0,378729.0,center4
3038,182899.0,381154.0,center4
3039,181520.0,378035.0,center4
3040,175234.0,381330.0,center4
3041,177597.0,377550.0,center4
3042,183352.0,381126.0,center4
3043,179374.0,381046.0,center4
3044,180820.0,384590.0,center4
3045,181755.0,376685.0,center4
3046,176770.0,380350.0,center4
3047,180601.0,374628.0,center4
3048,178625.0,380262.0,center4
3049,175338.0,382002.0,center4
